85.0,55.0,6.0,6.0,0.0,0.62311333,30.0,2.0,39785.0,931.0
386.0,362.0,51.0,51.0,0.0,2.24881151,24.0,8.0,77258.0,992.0
74.0,30.0,5.0,5.0,0.0,0.37872148,44.0,2.0,24648.0,155.0
35.0,25.0,4.0,4.0,0.0,0.43090412,10.0,1.0,13685.0,103.0
25.0,25.0,6.0,6.0,0.0,0.4990685,0.0,2.0,19359.0,82.0
61.0,30.0,5.0,5.0,0.0,0.21287671,31.0,1.0,23396.0,661.0
72.0,44.0,7.0,7.0,0.0,0.18711084,28.0,2.0,45087.0,1969.0
486.0,435.0,30.0,30.0,0.0,1.29468989,51.0,15.0,34827.0,424.0
115.0,84.0,15.0,15.0,0.0,0.39872646,31.0,0.0,53165.0,2827.0
60.0,45.0,8.0,8.0,0.0,0.24253164,15.0,1.0,7521.0,402.0
30.0,26.0,6.0,6.0,0.0,0.28545839,4.0,2.0,21189.0,234.0
25.0,25.0,4.0,4.0,0.0,0.22071233,0.0,0.0,15774.0,793.0
85.0,56.0,10.0,10.0,0.0,0.57956946,29.0,2.0,20130.0,382.0
45.0,46.0,4.0,4.0,0.0,0.28064325,-1.0,2.0,5681.0,194.0
131.0,99.0,7.0,7.0,0.0,0.27961808,32.0,2.0,31280.0,173.0
383.0,300.0,22.0,22.0,0.0,0.5115702999999999,83.0,6.0,32104.0,474.0
58.0,44.0,8.0,8.0,0.0,0.29383561,14.0,0.0,12349.0,312.0
187.0,128.0,13.0,13.0,0.0,0.64001981,59.0,4.0,24132.0,558.0
93.0,57.0,5.0,5.0,0.0,0.12602739,36.0,2.0,10306.0,230.0
185.0,185.0,12.0,12.0,0.0,0.98050067,0.0,5.0,34485.0,268.0
89.0,77.0,6.0,6.0,0.0,0.26493508,12.0,2.0,22716.0,182.0
175.0,109.0,23.0,23.0,0.0,0.40459973,66.0,2.0,54344.0,713.0
134.0,97.0,12.0,12.0,0.0,0.29221863,37.0,3.0,53211.0,468.0
